"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag"
"Two #TheBest FIFA Men’s Coach nominees. ✨ 
Two epic Premier League comebacks. 💪","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxQn0SEt0Ta/","71","@princenarula","48390","2023-09-16T16:39:33.000Z",
"That back heel from Ceballos. 🤌

#ClubWC","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cxan4sntzNT/","378","الادمن زملكاوي","92462","2023-09-20T13:53:16.000Z",
"Rice Rice Baby 🎶

 #TheBest","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxSsotiIene/","68","Arroz arroz bebé 😂😂","41116","2023-09-17T12:00:10.000Z",
"🏆 Which nation will lift the FIFA #U17WC trophy in Indonesia? The stage is set.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxN2nxzNkk5/","5962","🔥","309649","2023-09-15T14:51:12.000Z",
"There’s nothing like a long range screamer! 🎯

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxVYtSdNoNK/","198","Mutari Ghana vs Uruguay ❤️","73616","2023-09-18T13:05:21.000Z",
"🎙️🇦🇷 ""@JuliaanAlvarez with the finish, @LeoMessi again with the marvellous mischief!"" 

#FIFAWorldCup #TheBest #Messi #Alvarez #Argentina","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxQxCX9LFgN/","1497","Es único Messi","439898","2023-09-16T18:00:31.000Z",
"🇫🇷 You never know what to expect from @k.mbappe 

#FIFAWorldCup #Mbappe #France #Skill","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxNdi9gNoW6/","615","","231970","2023-09-15T11:12:36.000Z",
"Skywalkers 🆙

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxPzWcUqSpG/","197","❤️❤️❤️🔥","39766","2023-09-16T09:01:21.000Z",
"@VictorOsimhen9, causing problems for defences since 2015. 🇳🇬🥶 

#FIFAWorldCup #TheBest #Osimhen #Nigeria","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxQccTONX9k/","247","🫡","143148","2023-09-16T15:00:42.000Z",
"Teenage Neymar was a SENSATION! 😳 

That pass from a young Coutinho! 👀 

We’re about to discover some more stars at the #U17WC. WATCH THE DRAW LIVE ON FIFA+","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxK59ofNvys/","4498","Follow me and I’ll follow back instantly","3033147","2023-09-14T11:23:00.000Z",
"It's one year until the next FIFA Futsal World Cup kicks off. 🤩🇺🇿

Hope you're excited for Uzbekistan 2024, futsal fans!

#FutsalWC","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxKww2qRTAg/","628","Que hace el pipa higuan jugando para Portugal.😂","104687","2023-09-14T10:02:23.000Z",
"The FIFA U-17 World Cup has always provided a global platform to inspire future stars of the game and many players have grabbed the opportunity to launch their careers. 👏

There have been plenty of great goals, fantastic skills and exciting moments in the history of this competition and the 2023 tournament, which will be hosted by the beautiful country of 🇮🇩 Indonesia, promises the same. With the draw set to take place, I wish all the best to the 24 competing teams! 🤝

#FootballUnitesTheWorld","Gianni Infantino - FIFA President","gianni_infantino","https://www.instagram.com/p/CxM_WXmolof/","0","","38507","2023-09-15T06:50:50.000Z",
"📺😳 Rare footage of teenage Totti! He was INSANE! 👶🇮🇹

We’re about to discover some more stars at the #U17WC. WATCH THE DRAW LIVE ON FIFA+","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxNNr_xNkk3/","76","🐐","32463","2023-09-15T08:55:28.000Z",
"Sweet 16s! 🇪🇨​🌟​🇪🇸

Whatever you were doing at 16, it wasn't what Kendry Paez and Lamine Yamal were up to!  Bright, bright futures ahead...","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxIjwfPNWPq/","396","🔥","157684","2023-09-13T13:30:12.000Z",
"🌎 The fun has just begun in South America!

#WeAre26 #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxI1TkLrs_s/","1535","","315403","2023-09-13T16:03:30.000Z",
"Love a good dose of international football! 🔥🤩","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxIbWSENN4L/","453","Leo Messi ❤️❤️","186626","2023-09-13T12:16:41.000Z",
"𝑷𝒉𝒐𝒏𝒛𝒊𝒆. 🇨🇦😤 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxNp6v8op7c/","126","🔥🔥","54136","2023-09-15T13:00:12.000Z",
"🇩🇪😤 Thomas Muller is one of a kind.

#FIFAWorldCup #HBD #Germany #Muller","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxJEGMMP-_9/","859","⢀⣴⠶⠿⠟⠛⠻⠛⠳⠶⣄⡀⠀⠀⠀⠀⠀⠀
⠀⠀⣠⣶⣿⣿⣿⣶⣖⠶⢶⣤⡀⠀⠈⢿⣆⠀⠀⠀⠀⠀
⢀⣴⣿⠋⠉⠉⠀⠀⠈⠉⠛⠿⢿⣷⡀⠀⠈⢷⡀⠀⠀⠀
⡾⠉⡏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠙⢦⡀⠘⣷⡀⠀⠀
⣷⢰⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢳⡀⢸⡇⠀⠀
⢻⡜⡄⠀⢀⣀⣤⣶⣶⡄⣴⣾⣿⣛⣓⠀⠀⣧⢸⣇⠀⠀
⢈⣧⣧⠀⢩⠞⠿⠿⠻⠀⠘⠙⠃⠛⠛⠓⠀⣿⣻⠿⣷⠀
⢸⡵⣿⠀⠀⠀⠀⠀⠀⠀⠀⠠⡀⠀⠀⠀⠀⠀⢻⣇⡟⠀
⠘⢧⣿⡀⠀⠀⠀⠀⢧⣤⣤⣶⣗⠀⠀⠀⠀⠀⠜⣽⠁⠀
⠀⠈⢿⣧⠀⠀⠀⠀⣿⣿⣿⣿⣿⣀⠀⠀⠀⢠⡟⠁⠀⠀
⠀⠀⠀⠘⣇⠀⠀⠰⠋⠉⠙⠂⠀⠉⠀⠀⠀⣼⡅⠀⠀⠀
⠀⠀⠀⠀⠹⣦⡀⠀⠀⠀⠉⠉⠁⠀⠀⠀⣠⠏⢻⣤⡀⠀
⠀⠀⠀⠀⠀⢹⡷⢦⣄⣀⣀⣀⣀⣤⣴⡾⠃⠀⠘⡿⠙⢶
⠀⠀⠀⠀⠀⢨⡷⣤⡀⠈⠉⠉⢁⡴⠋⠀⠀⠀⣸⠃⠀⠀
🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴
🔴🔴🔴🔴🔴🔴⚪⚪⚪🔴🔴🔴🔴🔴
🔴🔴🔴🔴🔴⚪⚪⚪⚪⚪🔴🔴🔴🔴
🔴🔴🔴🔴⚪⚪⚪⚫⚪⚪⚪🔴🔴🔴
🔴🔴🔴⚪⚪⚪⚫⚫⚫⚪⚪⚪🔴🔴
🔴🔴⚪⚪⚪⚫⚫⚫⚪⚪⚪⚪⚪🔴
🔴⚪⚪⚪⚫⚫⚫⚪⚪⚪⚫⚪⚪⚪
⚪⚪⚪⚫⚫⚫⚪⚪⚪⚫⚫⚫⚪⚪
⚪⚪⚪⚪⚫⚫⚫⚪⚫⚫⚫⚫⚫⚪
⚪⚫⚪⚪⚪⚫⚫⚫⚫⚫⚪⚫⚫⚫
⚫⚫⚫⚪⚪⚪⚫⚫⚫⚪⚪⚪⚫⚫
⚪⚫⚫⚫⚪⚫⚫⚫⚫⚫⚪⚪⚪⚫
⚪⚪⚫⚫⚫⚫⚫⚪⚫⚫⚫⚪⚪⚪
⚪⚪⚪⚫⚫⚫⚪⚪⚪⚫⚫⚫⚪⚪
🔴⚪⚪⚪⚫⚪⚪⚪⚫⚫⚫⚪⚪⚪
🔴🔴⚪⚪⚪⚪⚪⚫⚫⚫⚪⚪⚪🔴
🔴🔴🔴⚪⚪⚪⚫⚫⚫⚪⚪⚪🔴🔴
🔴🔴🔴🔴⚪⚪⚪⚫⚪⚪⚪🔴🔴🔴
🔴🔴🔴🔴🔴⚪⚪⚪⚪⚪🔴🔴🔴🔴
🔴🔴🔴🔴🔴🔴⚪⚪⚪🔴🔴🔴🔴🔴
🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴","190394","2023-09-13T18:41:38.000Z",
"Kylian Mbappe has always had an eye for the spectacular. 💫🤩 

#FIFAWorldCup #TheBest #Mbappe #France","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxOiTEVSUPF/","1814","🇫🇷🇫🇷","829713","2023-09-15T21:15:06.000Z",
"The long road to #FIFAWorldCup glory is up and running! Bring on 19 July 2026... 🏆

#WeAre26","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxI6A3xrMCv/","271","I will try my best to bring the Indonesian national team to win the world cup. that's my dream","61808","2023-09-13T17:06:59.000Z",
"🏆 Which nation will triumph in Indonesia? 

Don't miss the Draw for the FIFA #U17WC. LIVE ON FIFA+","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxLR97XtSz3/","5148","🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨","461162","2023-09-14T14:52:26.000Z",
"Forwards beware when @fabiocannavaroofficial is about! 🇮🇹💥

#FIFAWorldCup #HBD #Italy #Cannavaro","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxIEGkYtZFl/","303","The best in the world 🌎❤️❤️❤️❤️","96491","2023-09-13T08:57:22.000Z",
"A legacy that will live on forever. 🇦🇷

#FIFAWorldCup #Maradona #Argentina","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxJTgvmybNM/","690","❤️❤️❤️❤️❤️❤️❤️❤️مارادونا خدای فوتبال","146820","2023-09-13T20:27:27.000Z",
"Big wins for Argentina, Ecuador, Venezuela and Brazil! 💪

#WeAre26 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxHjySfrMAu/","1099","When draw for Uefa qualification for World Cup","144887","2023-09-13T04:11:10.000Z",
"Celebrating 150 international appearances with a goal. 🤗🇧🇪","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxGvNFatUpg/","84","Anos China usam mesma têm chão e","28292","2023-09-12T20:31:42.000Z",
"Until next time, South America! 📸

#WeAre26 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxHmu4GL3lM/","382","O melhor 🇧🇷","167055","2023-09-13T04:36:55.000Z",
"🌟🌟

#WeAre26 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxGWeJRtEGd/","474","Bros🔥🔥","275199","2023-09-12T16:55:35.000Z",
"Who else? 🇳🇴","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxGrULfNCAT/","101","Haaland is garbage","44732","2023-09-12T19:57:43.000Z",
"A battle of the strikers!🇪🇨🇺🇾

Which forward will stamp their mark in this game? 

#FIFAWorldCup | #WeAre26","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxGLKJqtTlp/","289","EnnerGoat !","32246","2023-09-12T15:16:44.000Z",
"Back-to-back wins for the defending champs or a big win for La Verde? 🇧🇴🇦🇷

#FIFAWorldCup | #WeAre26","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxF8T9PtxmT/","530","Anyone explain","60821","2023-09-12T13:07:00.000Z",
"In their own words 🗣️

The female figures behind the rise of Saudi women’s football tell their unique stories. 🇸🇦🤩","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CxLqfJ3PCLp/","165","Beautiful and so true. ❤️The little ones need to see good/ great examples!","32284","2023-09-14T19:02:26.000Z",
"A #FIFAWorldCup classic. 🇦🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxGQ7-rt5Sn/","913","😍","368245","2023-09-12T16:09:06.000Z",
"Mood when you hear you can watch the world champions in action. 🇦🇷🙌","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxGCYvdNncY/","309","❤️‍🔥💎","100542","2023-09-12T14:00:10.000Z",
"🧤ʀᴏᴄʜᴇᴛ🧤 

#FIFAWorldCup #Qatar2022 #Uruguay #Rochet","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxF0iUcNSf7/","241","Lastima que Abla FIFA no le sirve que gane Uruguay en lo económico Uruguay Noma!!!!","105234","2023-09-12T12:03:26.000Z",
"Starboy starts. 💫","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxGk-efNYeO/","127","Que equipo Áfricanos es ?","145150","2023-09-12T19:02:20.000Z",
"🧱 @MTerStegen1. 🧱 

#TheBest #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxRGZzuN2Bu/","288","perkin kuliao","115974","2023-09-16T21:07:30.000Z",
"The boys in blue. 🔵

#FIFAWorldCup | #TheBest | @mancity","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxQA_SWof1Z/","145","❤️","76231","2023-09-16T11:00:16.000Z",
"Korea Republic take the lead at St James' Park! ⚽️

Watch the international friendly live on FIFA+ in selected territories across the globe! 🌍","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxGYTgTNlW-/","105","Cho! 🇰🇷🔥","85454","2023-09-12T17:11:37.000Z",
"The next generation. 🌟

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxDd7ucv4vj/","1271","futuro de chile assadi y osorio","239023","2023-09-11T14:03:05.000Z",
"𝑻𝒉𝒆 𝒎𝒂𝒏 𝒇𝒐𝒓 𝒕𝒉𝒆 𝒃𝒊𝒈 𝒐𝒄𝒄𝒂𝒔𝒊𝒐𝒏 🏴󠁧󠁢󠁷󠁬󠁳󠁿","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxDCK-QNKC6/","81","🤍🦈The most amazing warrior","35376","2023-09-11T10:00:00.000Z",
"A goal to inspire a heroic comeback! Der Kaiser was always on job for @dfb_team 🇩🇪💪

#FIFAWorldCup #Germany #Beckenbauer #HBD","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxDPy4QtWek/","70","Soccer is beautiful","29725","2023-09-11T12:02:08.000Z",
"Looking to make more memories. 🇨🇱📸

Can Chile make their way back to the #FIFAWorldCup at #WeAre26?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxBwU1yvBWh/","772","❤️🔥","160351","2023-09-10T22:05:00.000Z",
"Another day, another dose of #WCQ action! 🔥

#WeAre26 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxFt3CvNc6g/","452","","105372","2023-09-12T11:00:43.000Z",
"🇦🇷🎙️ “@angeldimariajm, glorious goal!”","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxEATR_v0vC/","1660","Fifa is sold. 😂","747095","2023-09-11T19:04:22.000Z",
"🙌🇪🇨

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxEI7UQSi7N/","283","","132401","2023-09-11T20:18:45.000Z",
"This cheeky nutmeg from Aïssa Laïdouni 😏🇹🇳

#FIFAWorldCup #Tunisia #Skills","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxDWVWPNZMH/","1397","Wopaaa","329261","2023-09-11T12:57:04.000Z",
"Andre Carrillo’s technique: 💯

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxD35GORQLP/","402","🇵🇪🇵🇪🇵🇪🇵🇪","81797","2023-09-11T18:05:25.000Z",
"Portugal record their biggest-ever victory! 🇵🇹💪","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxEOGkay7wv/","264","no one will ever beat australia biggest win at 31 goals to 0","68920","2023-09-11T21:03:58.000Z",
"From the summer of Diego Forlan to the ‘Maracanazo’.

There’s been no shortage of #FIFAWorldCup memories for @aufoficial! 🇺🇾💭","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw_SXvUP_aH/","572","El primer mundial de uruguay y la copa le valio doble ??? Que le pusieron dos estrellas mas???🤣","131426","2023-09-09T23:05:04.000Z",
"🇪🇨💪 @ennervalencia1 = La Tri’s leader from the front!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw-Z267NbeG/","175","🇪🇨🇪🇨🇪🇨","64152","2023-09-09T14:51:48.000Z",
"Come for @lucaspaqueta’s finish. 🇧🇷 Stay for @richarlison’s celebration. 😤","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxBTjc8LxX7/","146","❤️❤️❤️","120589","2023-09-10T17:55:13.000Z",
"🇦🇷 @EnzoJFernandez's first Argentina goal: 𝒔𝒑𝒆𝒄𝒊𝒂𝒍. 😮‍💨

Will he get off the mark for @AFASeleccionEN in #FIFAWorldCup qualifying?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxBbIgHPX-O/","1280","😍😍😍😍","587448","2023-09-10T19:00:22.000Z",
"You can never take your eyes off of @leomessi 👀 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw-SFsOrI1S/","2338","😍😍😍😍🔥","839569","2023-09-09T13:44:32.000Z",
"You can never let your guard down against @luissuarez9 🇺🇾

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxA1JxRrssI/","1111","Gremio 🇪🇪","896983","2023-09-10T13:29:06.000Z",
"He gets the job done. 🇵🇱

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxAkxNks8kX/","328","Polonês DNA do Bom","128702","2023-09-10T11:05:09.000Z",
"The Brazilian Phenom 🇧🇷🤩

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxDzQgjrcvz/","388","Guys even @ronaldo don't like the term the original Ronaldo with all due respect To CR7. Still for me Ronaldo 9 🇧🇷 is The Greatest football through out the history of the world. Unfortunately for the injury's you would've been word can't explain.","110020","2023-09-11T17:09:24.000Z",
"✅ Winning ways!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CxBoEM8vrJK/","145","","49606","2023-09-10T20:53:07.000Z",
"Well, that was fun. 📸

#WeAre26 | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw9LlH5rnNQ/","277","Neymar não  está em uma fase ruim ele está sim fazendo o time brilhar","175570","2023-09-09T03:27:15.000Z",
"🇧🇷Will it be a historic night for Neymar? 🇧🇴 Can Bolivia cause an almighty upset?

It's going to be a big one in Belem! 🙌

#FIFAWorldCup | #WeAre26","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw76gLrrGD7/","360","Brazil","65380","2023-09-08T15:38:48.000Z",
"Croatia’s midfield maestro. 💫

Watch Luka Modric’s magic moments from #FIFAWorldCup 2022 on FIFA+ 📺","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw93pv8uTrN/","230","👏👏👏👏👏👏","102096","2023-09-09T09:52:21.000Z",
"🇭🇷🍷 Luka Modric and Fine Wine 🤝 Ageing Gracefully 🎂

#FIFAWorldCup #Modric #HBD","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw-GRIHtGho/","765","Croatia is always 🥈 feel bad for Luka modric 😢","246236","2023-09-09T12:00:32.000Z",
"2006 ➡️ 2022 🇵🇹

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw8Krp-q8C6/","1699","Cristiano Ronaldo 🐐","1037951","2023-09-08T18:00:10.000Z",
"One moment can last a lifetime! 🚀🇨🇴

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw-9xrALONR/","111","","65263","2023-09-09T20:05:10.000Z",
"🇧🇷🆚🇧🇴

Another chapter is about to be added to the collection!

#WeAre26 #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw8PpgNuskV/","130","🔥🔥🔥","86588","2023-09-08T18:43:34.000Z",
"🎩🇪🇸","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw8IxtDqV0n/","77","🔥🔥","33170","2023-09-08T17:43:32.000Z",
"🇨🇱 Can Chile make a return to the world stage at #WeAre26?

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw8UjikPSBs/","1644","No se me da","255922","2023-09-08T19:27:53.000Z",
"🚲👟

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw7nsEhNwgw/","604","Ruim de bola kkk","323984","2023-09-08T12:54:23.000Z",
"Messi's 17-year love affair with the #FIFAWorldCup continues... 🇦🇷

Watch every second of Lionel Messi on football's biggest stage - only on the FIFA+ archive.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw7ksH4NCaI/","685","King","377331","2023-09-08T12:28:11.000Z",
"Can La Celeste count on De Arrascaeta again as their #WeAre26 qualifying campaign begins? 🇺🇾

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw70PojtkiL/","632","Amo demais @waldteixeira_","131570","2023-09-08T14:44:32.000Z",
"From Rosario with love. 🇦🇷💫

#FIFAWorldCup #Messi #Argentina","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw5j1PZRWLq/","1716","","376763","2023-09-07T18:02:15.000Z",
"When Brazil get in their groove, it’s a joy to watch! 🇧🇷✨

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw8h7G5yjYU/","427","","130003","2023-09-08T21:34:11.000Z",
"🇻🇪 Venezuela went on a magical run at the 2017 #U20WC! Can they do the same for #WeAre26?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw51RVvvumC/","532","Vamos 🇻🇪♥️","122255","2023-09-07T20:15:01.000Z",
"📸 #FIFAWorldCup qualifying is up and running in South America!

#WeAre26","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw6gGB2NqFK/","468","💥⚽⚽⚽👌🏻","318285","2023-09-08T02:28:47.000Z",
"🇦🇷​💥​🇪🇨

Argentina and Ecuador have had some epic encounters in #WCQ over the years.

Viewers in Asian and Pacific region territories can watch their latest clash on FIFA+!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw54AMprP34/","487","Empezamos fuerte Jajaja","319631","2023-09-07T20:38:31.000Z",
"After opening night of #WCQ, here comes your second dose of South American action! 🤩

#FIFAWorldCup | #WeAre26","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cw7dFR-ru6e/","247","Mi pronóstico es Brasil 5 bolivia 1 y Uruguay 3 chile 1","39314","2023-09-08T11:21:42.000Z",
